Frame,Hip Raw,Hip Filtered,Knee Raw,Knee Filtered,Ankle Raw,Ankle Filtered,Left Heel Values
86,166.97500894529585,165.1998293435451,161.60991266701205,159.46075716420435,109.27936209583125,106.6459472887844,[ 0.18000187  0.81340629 -0.03050574  0.80317581]
87,166.30114544427292,165.69090480045764,158.2454719468493,157.4648893674073,102.19753937661442,107.12235656561779,[ 0.30003828  0.78455621 -0.02934915  0.81207508]
88,167.31871391269522,163.9183035919466,152.20273404658727,157.42789403810818,107.62448428021348,111.11159578099733,[ 0.15919557  0.73682719 -0.0404596   0.8224948 ]
89,155.3134597460125,161.78424185369363,160.05357193666822,160.4939526818815,121.78172306699187,117.23012947313258,[-0.1072296   0.75216812 -0.08254036  0.83592641]
90,162.15117090512842,161.16050680683298,163.69924362851447,164.61234677578256,121.59201120793674,121.86596622518014,[-0.07171769  0.7636376  -0.08218384  0.84963298]
91,163.48291995636,161.8102736682754,169.88068258254145,165.30571483073481,124.35354426107165,122.43580541457843,[-0.06194751  0.77760077 -0.0662391   0.85571504]
92,160.6060937615996,162.222840428812,170.4166966651947,159.9121524035392,118.89709748872137,118.68507034147791,[-0.08627559  0.77560461 -0.0581723   0.86686319]
93,164.35153413726522,161.33998451955273,142.47490540140572,151.97778910835524,113.93206153176803,112.29750354788492,[ 0.21724169  0.77194339 -0.0853362   0.87511492]
94,158.73017290647877,159.16884909691555,136.31296196727155,148.4154251603445,102.8575740574807,106.26765974274541,[ 0.12885757  0.77162486 -0.08227801  0.88129508]
95,154.84967237560576,156.78191207952335,161.0435494848112,150.74502862412683,100.98999407385952,103.22336893866148,[-0.198919    0.773646    0.03604409  0.89157456]
96,154.4435444404004,155.1776842759736,154.64476378180527,154.00961855788591,106.25927052204042,103.57476663681366,[-0.11379858  0.77385491 -0.06081399  0.89955848]
97,155.617366971723,154.05363027156636,153.07442236441628,153.87633181232076,104.22889868404211,105.91487753244039,[-0.08230871  0.77986437 -0.04451838  0.90638626]
98,153.6404462281128,152.5287850873606,162.72843507410764,150.6534036018843,110.80101288523473,108.73510725455489,[-0.17984848  0.78246075 -0.04725049  0.91510683]
99,150.65268089119948,150.7112600308674,128.07188398367606,148.62412772107675,109.91802344781955,111.13121664457883,[ 0.07163256  0.75614291 -0.06820961  0.92035753]
100,148.41393462169736,149.8752889558972,156.38523068822255,151.27001336838464,112.97042578346058,112.624437416754,[-0.16540104  0.7747122  -0.06245096  0.92706186]
101,151.14582168540397,151.2615262220105,160.49681558372498,156.37955665603107,112.00165483669697,112.73081043651882,[-0.16459852  0.78733361 -0.0711315   0.93353754]
102,154.9226977666179,155.1564733895984,162.04530986566252,159.4742989284238,115.47662692929165,111.05464566976912,[-0.16058961  0.79905623 -0.07505944  0.93865705]
103,158.29210165613753,160.73784636395757,154.26041130717041,159.38386679339735,104.00585370544079,108.22918831562728,[-0.01182457  0.80242622 -0.08849773  0.92890418]
104,168.3602253582584,165.99006697619313,162.5294329010762,157.34869113392898,107.48993697910399,105.85470042218537,[ 0.15730146  0.81418353 -0.06177706  0.92692524]
105,171.90476164863304,168.5738133418137,152.75815208483905,154.8624514409679,104.36340826121177,105.23061126038533,[ 0.21448752  0.81288648 -0.03045152  0.92386127]
106,168.18872771559697,168.1064588967954,151.48341303848886,153.6997300058356,104.152040388762,106.69304414628779,[0.16624975 0.80891931 0.03972027 0.90959293]
107,164.79593443092847,166.99939820615208,156.05144188346463,155.08758715383476,110.53512781153523,109.26886079674581,[0.11938432 0.81654263 0.12352358 0.90593922]
108,164.51490314913363,168.08648450844686,156.99933487106023,158.6598145220544,113.96874191432542,110.9818518346065,[0.10973639 0.82868516 0.11408581 0.90286982]
109,171.08531361722206,171.5052368490837,163.94865528979489,162.85721315663318,111.31570785466388,110.85319231774515,[0.00790412 0.83218473 0.14509156 0.9029094 ]
110,179.61634486890102,174.4314145964681,168.76021366793785,165.98874631791793,108.67094680329637,110.21029294672509,[-0.02535328  0.83704185  0.15849929  0.89793491]
111,176.49906045567587,174.45964470128098,165.99246402305275,167.52193177440546,106.87492238072298,111.01315381611715,[-0.03778265  0.83576101  0.18470575  0.89416695]
112,169.01888376010862,172.56958411533552,167.45634152322833,168.29911491509222,114.71964068043152,113.07635654901054,[0.15737265 0.82584727 0.1779803  0.89511091]
113,168.5593276411035,171.45808267184384,168.08253436005154,169.01757159784913,118.6211214472562,114.06003452402285,[0.18593867 0.82571453 0.20616208 0.89959705]
114,173.20606294945856,171.80473458213092,170.25123158298564,169.14792377501453,114.32932817978701,112.89599988541858,[0.09181439 0.83599615 0.17564182 0.89701885]
115,175.54027928569653,172.01918834217483,167.50210854103952,167.485169561767,106.85037646834154,111.90296992726643,[-0.0043145   0.84321338  0.17307957  0.8736226 ]
116,167.7814165816048,170.97278621130505,173.5350399501934,164.10584840316216,112.04072174851011,114.09149069960911,[-0.15630803  0.81782168  0.25222158  0.87585723]
117,173.83657048361903,169.27360301041773,144.46490045765387,161.7539992213799,116.18160725793908,119.02063450731049,[-0.24523039  0.68581301  0.21683671  0.87673378]
118,162.25698287276592,168.46137491724642,168.97372714622693,162.61264935459738,132.34312463655087,122.61506192882493,[0.18797074 0.70732391 0.10240288 0.87746412]
119,170.0438355973182,169.40422276690464,171.81454694806797,165.10414059685516,122.02466476133371,121.78419847161487,[0.15260692 0.78312302 0.11151359 0.88117111]
120,171.9545546044151,170.90795604728422,156.16139481227148,167.02996161387702,112.47911618472895,117.93397064296592,[-0.02011521  0.79006088  0.11501639  0.84977072]
121,175.88418852360937,170.96591172463854,173.22846375320688,167.38962566993337,113.91611292180143,114.18454609601709,[-0.05283275  0.81666672  0.12588358  0.84402853]
122,165.97725046485374,169.6426849167685,174.88309752137803,165.28735665049697,115.30125149767662,111.50931522731597,[-0.19671403  0.80556959  0.20277013  0.85028666]
123,167.03970663241438,168.97394733507915,149.5916604738663,162.46901975711876,108.6824628116317,109.85956732052418,[-0.06488567  0.79247695  0.15422703  0.82142174]
124,170.81490801696597,170.0763380466612,162.18012403387755,162.6856239379788,107.54624009141527,110.17401774566395,[0.01331955 0.81998616 0.10319599 0.82830244]
125,172.21778594927304,172.04216256732624,168.33965930543522,166.04689088276268,112.55833971268525,113.04063508043801,[-0.15966573  0.81945473  0.10615712  0.82613021]
126,175.63428862548702,173.50393424285005,171.5519668268072,168.97392253611645,119.08042195852983,117.18945839197592,[0.0680851  0.82458955 0.11144514 0.80732721]
127,173.52942115967693,174.19721159315333,169.30182512262422,168.94616415059397,121.87998827331072,120.70165959337876,[0.03659493 0.84281635 0.11549099 0.80145508]
128,172.5777172787229,174.88477235821415,170.18814758719756,166.6732179814793,119.76305387496133,122.61908862484813,[0.01082043 0.84541184 0.11772197 0.79020602]
129,176.3668618438827,175.8793488339648,155.77269296470809,165.0353499361705,125.68560778143305,122.62653585992099,[-0.00448522  0.78592426  0.09880682  0.77532506]
130,177.30117840169115,176.23111524601833,169.22887962155906,165.9483950847421,120.37251620977729,120.57559987319954,[0.06075351 0.81189322 0.09942186 0.78123695]
131,176.9165410783629,174.91380733890097,169.63782106584344,168.3552893254656,117.18868179227255,117.13458815016133,[0.05882088 0.82280374 0.10128144 0.78658789]
132,170.02128848705743,172.22060470533714,169.873789590335,170.1941842502129,111.9995827457853,113.71239818564135,[0.0452751  0.82233334 0.09775329 0.78477454]
133,169.44247994489942,169.34315655836218,169.64900139271055,170.45509774289738,110.67960346835973,111.18609880996955,[0.03781005 0.82238144 0.10038309 0.7882725 ]
134,167.39676403868015,167.09371673877746,169.66080624345705,168.60770935686617,111.54458587998981,109.31498324607202,[0.03416916 0.82110763 0.10865788 0.78595978]
135,164.12704617358037,165.5701496345214,165.8365627972505,164.2308613152556,107.0291514390505,107.68365242596234,[0.0288813  0.81045669 0.1360708  0.77647287]
136,167.52604198579343,164.5602765971106,163.19893646783444,158.45261062255528,105.08818367827077,106.49993642627211,[0.02787562 0.79951084 0.18153921 0.77243906]
137,162.27597765967076,164.14592018374577,142.6868501045815,154.63217821231368,105.72241583994254,105.83053020332231,[0.05884986 0.7494719  0.19972087 0.7683838 ]
138,164.04996516622657,164.85755474228097,157.67843320167668,155.1010043819706,106.29622195547239,104.86840051211199,[0.19524574 0.79181904 0.12943146 0.7773875 ]
139,167.5264680946737,166.85273043249273,161.44989508232118,158.03934114385558,105.08378667400665,102.91035012570138,[0.14843526 0.79974616 0.07311988 0.7690382 ]
140,168.7205040657666,169.46568892779644,159.5258445507984,160.02446112299305,99.04414749305606,100.77392484992751,[0.09680314 0.80003107 0.10308607 0.76908928]
141,172.5154117340042,171.67528445451444,161.59270694672014,159.71286839594936,97.09367199850458,100.23083876865574,[0.01183097 0.80732048 0.15692164 0.7623316 ]
142,173.01899540964746,172.5939097578818,156.84675722070335,157.9443659917805,102.45045602310644,101.71199461296173,[0.07810996 0.77829987 0.19485435 0.72553289]
143,173.5106227966665,171.99503455429306,153.9328452093309,156.22663415352145,105.71385062631764,103.59336787920984,[0.07584904 0.72725552 0.23430905 0.68372327]
144,169.21247388104754,170.73098220583492,156.55393671151174,155.2420044057039,104.47873255951625,104.1371394145219,[0.07610965 0.7322728  0.21484675 0.66080242]
145,169.64524893988394,170.20918996528735,155.2678995610155,154.52975730413004,102.31272288030897,103.0668081407538,[0.11121851 0.72363138 0.21398133 0.63465804]
146,169.35545026925124,171.10099306090453,153.69203371701732,153.6905992672985,102.0950563121072,101.13015233567222,[0.1630511  0.70750374 0.21599323 0.60117561]
147,173.50418458985547,172.52794627025094,152.17455035965796,153.0490212402258,97.75644566836182,99.22529578319114,[0.18263085 0.69052017 0.26922804 0.57357234]
148,174.56134577854024,172.67232092186566,155.24390810289927,153.2384760123646,99.68575779494823,98.11782937024765,[0.16235407 0.7057128  0.24704114 0.5422979 ]
149,170.88845862455815,170.42033708754548,151.16599539376884,154.87165258867677,95.6213575233844,98.3345597032515,[0.16336271 0.71150512 0.23419848 0.50905257]
150,166.3633672837043,166.36533466103523,157.86110446890982,157.8625778927051,99.69928770530812,99.69641935486729,[0.13791437 0.73077041 0.18902421 0.48748484]
